[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1405584047.765000 7/17/2014, 1:00:47 AM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.58,  Build 076

INFO, NAME, EB in situ
INFO, WEIGHT, 0.000
INFO, AREA, 0.000
INFO, LENGTH, 0.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MHcurveUpTo100.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1405584047.765,,1.000000e+002,2.979968e+002,3.110036e-005,0.000000e+000,1.028776e-002,0.000000e+000,3,8.760874e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,0.000000e+000,0,,0,
1405584066.000,,1.000000e+002,2.980009e+002,3.112049e-005,0.000000e+000,1.003075e-002,0.000000e+000,3,8.762588e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.209229e-003,0,,0,
1405584084.250,,1.000000e+002,2.980009e+002,3.112054e-005,0.000000e+000,9.963515e-003,0.000000e+000,3,8.764515e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.209229e-003,0,,0,
1405584208.234,,7.500000e+001,2.980009e+002,2.790036e-005,0.000000e+000,1.787226e-002,0.000000e+000,3,8.749788e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.209229e-003,0,,0,
1405584226.468,,7.500000e+001,2.979968e+002,2.787118e-005,0.000000e+000,1.787729e-002,0.000000e+000,3,8.749808e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,1.651001e-002,0,,0,
1405584243.718,,7.500000e+001,2.979926e+002,2.788457e-005,0.000000e+000,1.751006e-002,0.000000e+000,3,8.750671e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.300781e-003,0,,0,
1405584374.984,,5.000000e+001,2.980050e+002,2.325758e-005,0.000000e+000,3.094180e-002,0.000000e+000,3,8.688277e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,0.000000e+000,0,,0,
1405584393.296,,5.000000e+001,2.980009e+002,2.322882e-005,0.000000e+000,3.083794e-002,0.000000e+000,3,8.684722e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.209229e-003,0,,0,
1405584411.046,,5.000000e+001,2.980009e+002,2.322855e-005,0.000000e+000,3.142660e-002,0.000000e+000,3,8.687597e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,8.209229e-003,0,,0,
1405584522.296,,4.500000e+001,2.979968e+002,2.214532e-005,0.000000e+000,3.443389e-002,0.000000e+000,3,8.661984e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,5.000000e-001,5,1,0.000000e+000,0,,0,
